"","Date","DateTime","isCar","Municipality_Code","Reason","Weekday","Temperature","Precipitation","Holidays","Christmas_Holidays","Sport_Holidays","Easter_Holidays","Summer_Holidays","Autumn_Holidays","Count"
"141",2012-05-28,2012-05-28 03:03:00,"1","0180","Arson","måndag",13.1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"142",2012-05-28,2012-05-28 23:47:00,"1","0180","Arson","måndag",13.1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"143",2012-05-29,2012-05-29 02:12:00,"1","0180","Arson","tisdag",10.2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"144",2012-05-29,2012-05-29 02:28:00,"1","0183","Arson","tisdag",10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"145",2012-05-30,2012-05-30 02:54:00,"1","0115","Arson","onsdag",9.2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"146",2012-05-30,2012-05-30 21:09:00,"1","0127","Arson","onsdag",9.1,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"147",2012-06-01,2012-06-01 02:39:00,"1","0180","Arson","fredag",6.9,12.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"148",2012-06-01,2012-06-01 22:28:00,"0","0184","Arson","fredag",6.7,11.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"149",2012-06-06,2012-06-06 01:35:00,"1","0180","Arson","onsdag",12.5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"150",2012-06-06,2012-06-06 02:00:00,"1","0180","Arson","onsdag",12.5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"151",2012-06-06,2012-06-06 14:37:00,"1","0180","Arson","onsdag",12.5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"152",2012-06-08,2012-06-08 02:03:00,"1","0126","Arson","fredag",12.6,6.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"153",2012-06-09,2012-06-09 18:08:00,"1","0184","Arson","lördag",12.3,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"154",2012-06-10,2012-06-10 03:27:00,"1","0180","Arson","söndag",13.9,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"155",2012-06-11,2012-06-11 02:50:00,"0","0180","Arson","måndag",14.4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"156",2012-06-11,2012-06-11 23:11:00,"0","0180","Arson","måndag",14.4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"157",2012-06-14,2012-06-14 00:01:00,"1","0180","Arson","torsdag",15.5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"158",2012-06-15,2012-06-15 01:27:00,"1","0180","Arson","fredag",14.5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"159",2012-06-15,2012-06-15 17:10:00,"1","0188","Arson","fredag",13.7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"160",2012-06-16,2012-06-16 00:27:00,"1","0180","Arson","lördag",12.8,11.5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"161",2012-06-16,2012-06-16 01:45:00,"1","0139","Arson","lördag",12.4,10.8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"162",2012-06-17,2012-06-17 00:26:00,"1","0180","Arson","söndag",13.8,27.6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"163",2012-06-21,2012-06-21 00:18:00,"1","0126","Arson","torsdag",15.3,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2
"164",2012-06-21,2012-06-21 02:46:00,"1","0126","Arson","torsdag",15.3,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2
"165",2012-06-22,2012-06-22 17:58:00,"1","0180","Arson","fredag",15,1.5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"166",2012-06-23,2012-06-23 01:17:00,"0","0180","Arson","lördag",13.8,1.7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"167",2012-06-23,2012-06-23 02:14:00,"1","0163","Arson","lördag",13.5,1.7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"168",2012-06-24,2012-06-24 22:57:00,"1","0192","Arson","söndag",14.7,15.9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"169",2012-06-25,2012-06-25 00:16:00,"1","0192","Arson","måndag",12.5,14.1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"170",2012-06-25,2012-06-25 16:44:00,"1","0115","Arson","måndag",12.6,16.1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"171",2012-06-25,2012-06-25 20:18:00,"1","0180","Arson","måndag",12.7,17.4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"172",2012-06-25,2012-06-25 20:26:00,"1","0184","Arson","måndag",12.6,17,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"173",2012-06-25,2012-06-25 20:26:00,"1","0163","Arson","måndag",12.4,16.2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
